houseName,houseScale,houseArea,houseLayers,houseDirect,community,detailAddress,price
塘溪源著 元亩塘湿地大宅 一手新房团购价 楼层任选 人文改善,3室2厅,133㎡,低层（共31层）,南北向,碧桂园·塘溪源著,大学城-碧桂园·塘溪源著,11278元/㎡
翡丽世家湖景洋房全景落地窗大阳垾公园旁城东政务新区,3室2厅,137㎡,低层（共28层）,南北向,信达翡丽世家,政务文化中心-信达翡丽世家,11678元/㎡
"城东网红快销盘,高速东方御府轻轨梦溪路站台边上,专车接送",3室2厅,98㎡,高层（共18层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8571元/㎡
"鸠江区户型级好大两房,香城湾轻轨旁的70年产权住宅",2室2厅,96㎡,中层（共27层）,南向,宜居香城湾,"鸠江-尖山路,近华山路",4479元/㎡
海创汀海壹品 花园洋房 高品质社区 交通便利 销售部专享价,4室2厅,135㎡,低层（共11层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,14066元/㎡
新城大都会!送私人车.环境优美.交通便利.新商品房一手无费用,3室2厅,97㎡,低层（共25层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12164元/㎡
保真好房!中上层!三潭稀..有边套小三居无税看房方便,3室2厅,96㎡,中层（共16层）,南北向,三潭音悦,政务文化中心-三潭音悦,13020元/㎡
融创童话森林一手新房品质小区大找我有优惠团购价专车接送,3室2厅,119㎡,中层（共17层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,12436元/㎡
"金山公寓,可以上育红,好房不等人",1室1厅,40㎡,中层（共6层）,南向,金山国际公寓,其他-金山国际公寓青山街与公安街交叉口,13000元/㎡
蓝湾半岛好三房+南北通透双阳台+安师..附.小轻轨房交通便利,3室2厅,117㎡,高层（共18层）,南北向,蓝湾半岛,大学城-蓝湾半岛芜湖市弋江区文津东路,8205元/㎡
"育红,荟萃,金山美宿酒店,首付15万起,来晚不到",1室1厅,42㎡,中层（共24层）,东向,金山国际公寓,其他-金山国际公寓青山街与公安街交叉口,12380元/㎡
"绿地精装4改3房,大平层钻石楼层,镜湖27中,!",3室2厅,176.6㎡,高层（共33层）,南北向,绿地伊顿公馆,镜湖世纪城-绿地伊顿公馆纬一路云丛路交汇处,11211元/㎡
儒林西苑豪装3房 周边购物方便 交通便利 双,3室2厅,118.5㎡,中层（共26层）,南向,儒林西苑,新时代商业街-儒林西苑安徽省芜湖市弋江区中山南路,13080元/㎡
美好首玺配套齐全大学城旁车接车送享一手团购,3室2厅,117㎡,低层（共28层）,南北向,美好首玺,大学城-美好首玺,11623元/㎡
"伟星公园大道,豪华全新精装有一个车位好楼层随时可看",3室2厅,107.4㎡,中层（共17层）,南向,伟星公园大道北峯,政务文化中心-伟星公园大道北峯,18901元/㎡
希缺!希缺!城空中别墅精装性价比抄高诚售双,5室3厅,219.62㎡,高层（共22层）,南北向,中央城,大学城-中央城高校园区,13887元/㎡
新城大都会 花园洋房 品质小区城南腹城 一手新房市场部专享价,3室2厅,113㎡,高层（共1层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12566元/㎡
大发融悦东方一手现房湖景电梯洋房楼层任选无费用团购,4室2厅,135㎡,高层（共8层）,南北向,大发融悦东方,政务文化中心-大发融悦东方,14074元/㎡
美好首玺 享团购优惠 无中介费用 大学城环绕 德胜旁新房,3室2厅,116.8㎡,中层（共18层）,南北向,美好首玺,大学城-美好首玺,11626元/㎡
伟星万科强强联手 珑胤台 精装拎包入住,3室2厅,100㎡,中层（共20层）,南向,伟星公园大道北峯,政务文化中心-伟星公园大道北峯,16000元/㎡
"湖景视野无遮挡无税三开间朝南,采光好",3室2厅,86.21㎡,中层（共11层）,南向,万科城北区,政务文化中心-万科城北区,14499元/㎡
"祥生府,轻轨旁,毛坯三房,赠安家补贴一平购物卡,不收任何费用",3室2厅,118㎡,中层（共28层）,南北向,祥生府,政务文化中心-祥生府北京中路与中江大道交汇处西南侧50米,11949元/㎡
"城三房无税,南北通透双阳台入户花园+师.大.萃文.中.学",3室2厅,107㎡,低层（共33层）,南北向,中央城,大学城-中央城高校园区,14766元/㎡
伟星天镜刚需3房品质如一享员工内部折无任何费用,3室2厅,102㎡,低层（共24层）,南北向,伟星天境,"弋江-利民路,近弋江路",12647元/㎡
"高速御府,商品房 全新毛坯三房,好楼层,看房方便",3室2厅,100㎡,中层（共34层）,南向,高速御府,弋江-弋江,9600元/㎡
满五年 地大橡树园 门对门印长江 电梯洋房 视野楼层无遮挡,3室2厅,111㎡,低层（共12层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,15135元/㎡
融创金地童话森林3室2厅电梯高层城南住宅,3室2厅,89㎡,中层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11011元/㎡
中建500领寓高挑公寓全景飘窗一手新房无费用,1室2厅,58㎡,低层（共28层）,南北向,中建500米,大学城-中建500米乌霞山东路和九龙小区交汇处,6465元/㎡
"地大橡树园电梯小高层一梯两户中间层,满五精装,换3房急售",2室2厅,90㎡,中层（共11层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,13555元/㎡
万科城高品质楼盘刚需小三居无税,3室2厅,87㎡,中层（共11层）,南向,万科城北区,政务文化中心-万科城北区,15172元/㎡
松韵园精装修好二房+南北通透+拎包入住+环境优美+交通便利,2室2厅,75.52㎡,中层（共6层）,南北向,松韵园,"南瑞-松韵园弋江区利民东路,元泽桥以南",8911元/㎡
弋江区新乐府大购价渠道优惠价看房先找我,3室2厅,116㎡,高层（共26层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12068元/㎡
"西江月159平别墅,住宅的价格住别墅,只有这一次机会",4室3厅,150㎡,高层（共1层）,南向,鸠兹古镇西江月,鸠江周边-鸠江-鸠江周边-鸠兹古镇西江月,17200元/㎡
镜湖 安徽芜湖狮子山庄 3室2厅,3室2厅,113㎡,高层（共7层）,南向,安徽芜湖狮子山庄,新市口,14867元/㎡
信德悦城一百平左右三房楼层可选总价低轻轨旁,3室2厅,99㎡,中层（共17层）,南向,信德悦城,鸠江-赤铸山路,7575元/㎡
壹号 毛坯俩房 采光全天 视野无遮挡 疫情缺钱 随时看房,2室2厅,89.5㎡,低层（共31层）,南向,中央城学府壹号,大学城-中央城学府壹号花津南路与文昌西路交叉口西北侧,13966元/㎡
"一线江景房,户型南北朝向配套齐全可看房随时",2室2厅,89㎡,高层（共34层）,南向,伟星蔚蓝海岸,大学城-伟星蔚蓝海岸长江南路与红花山路交汇处,16685元/㎡
"必看好房源!城市之光,单价12000带装修非一楼,无税急售!",3室2厅,116㎡,低层（共16层）,南北向,城市之光第三街区,政务文化中心-城市之光第三街区安徽省芜湖市鸠江区,11982元/㎡
首付20万+购买伟星楼盘+南北通透三房+采光好,3室2厅,123㎡,低层（共34层）,南北向,伟星蔚蓝海岸,大学城-伟星蔚蓝海岸长江南路与红花山路交汇处,12439元/㎡
急售中.央.城精装好二房+师大.附.小萃文.中.学.轻轨旁,2室2厅,90㎡,高层（共28层）,南北向,中央城,大学城-中央城高校园区,14644元/㎡
怡康江郡一手新房29中必备电梯洋房享渠道团购价,3室2厅,89㎡,高层（共10层）,南北向,怡康江郡,"镜湖-赤铸山西路,近滨江路",13483元/㎡
正嘉广场)城东的万达一手渠道给阿迪耐克等大做房东,1室0厅,24㎡,高层（共1层）,南北向,安展蔚然家园,"鸠江-河清路,近政通路",15000元/㎡
"柏庄跨界 好楼层 满5 精装修 拎包入住,堂哥的房子",2室2厅,88㎡,高层（共33层）,南北向,柏庄跨界,新时代商业街-柏庄跨界,13295元/㎡
地大橡树园 顶楼 送30平 D价 利民路萃文,4室2厅,147㎡,高层（共19层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,12095元/㎡
"滨河馨居,南北通透大三房,婚房装修,好房不等人",3室2厅,119㎡,中层（共16层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,12857元/㎡
"伟星万科潮起中江,免费带看享优惠,大阳台精装交付",3室2厅,99.6㎡,中层（共16层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13453元/㎡
团购新房中御公馆大阳台三开间朝南户型,3室2厅,109㎡,中层（共16层）,南北向,中御公馆,南瑞-中御公馆,12477元/㎡
"弋江嘉园徽韵 婚房出售,装修三年很少住,孝心楼层 看房方便",2室2厅,80㎡,低层（共6层）,南北向,弋江嘉园,"大学城-弋江嘉园九华南路文昌路,柏庄春暖花开东侧",9750元/㎡
希缺电梯洋房城A区精装通透户型未用急售无税!,3室2厅,108㎡,中层（共8层）,南北向,中央城,大学城-中央城高校园区,14814元/㎡
急售!汇成名郡多层豪装三房自住装修无税全送随时看房!,3室2厅,122㎡,低层（共6层）,南北向,汇成名郡,大学城-汇成名郡九华南路东侧(国际会展中心对面),13934元/㎡
"城市之光第三街区,精装二房,视野开阔,满二年,业主诚心卖",2室2厅,86.08㎡,高层（共16层）,南向,城市之光第三街区,政务文化中心-城市之光第三街区安徽省芜湖市鸠江区,13592元/㎡
祥生府高品质小区匠心品质配套齐全一手新房分销无中介费用,3室2厅,118㎡,中层（共17层）,南北向,吉祥小区,新市口-吉祥小区新芜路教委对面,11432元/㎡
"伟星万科起中江,精装修交付,均价14000",1室0厅,99㎡,低层（共17层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13838元/㎡
金都檀宫高品质小区首付13W起刚需三房新房无任何费用,3室2厅,120㎡,中层（共17层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,8000元/㎡
壹号 毛坯俩房 采光全天 视野无遮挡 疫情缺钱 随时看房,2室2厅,95㎡,中层（共31层）,南北向,中央城学府壹号,大学城-中央城学府壹号花津南路与文昌西路交叉口西北侧,13894元/㎡
"桃花源墅两层小独栋,院子大,原生态森林,4居室+室内车位",独栋,卧室：4个,无花园,258㎡,桃花源墅,三山-三山,10697元/㎡
儒林西苑+采光好+产证满五随时看房+诚心卖级划算,2室2厅,93㎡,高层（共18层）,南北向,儒林西苑,新时代商业街-儒林西苑安徽省芜湖市弋江区中山南路,11075元/㎡
城东销量红盘国企高速东方御府轻轨沿线刚需三房,3室2厅,97㎡,中层（共24层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8247元/㎡
急售!春暖花开全南精装两房轻轨沿线未用随时看房!,2室2厅,75㎡,高层（共11层）,南向,柏庄·春暖花开,大学城-柏庄·春暖花开九华南路安徽师范大学南校区对面,14000元/㎡
高速东方御府国企开发匠心品质轻轨站旁一手新房市场部,3室2厅,98㎡,中层（共16层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8469元/㎡
大发融悦东方 花园洋房 政务核心 一手新房 专享优惠 无费用,1室0厅,123㎡,低层（共18层）,南向,大发融悦东方,政务文化中心-大发融悦东方,14471元/㎡
"城壹号总价低小三房 楼层好采光好,利民路萃文",3室2厅,92㎡,中层（共31层）,南向,中央城学府壹号,大学城-中央城学府壹号花津南路与文昌西路交叉口西北侧,14456元/㎡
祥生府高品质小区匠心品质配套齐全一手新房分销无中介费用,3室2厅,118㎡,中层（共17层）,南北向,吉祥小区,新市口-吉祥小区新芜路教委对面,11432元/㎡
急售!城朝南带独立阳台精装公寓未挂随时看房!,1室1厅,45.5㎡,中层（共11层）,南北向,中央城,大学城-中央城高校园区,13362元/㎡
"单价5100!鸠江区准现房大甩卖,南北通透边户三居室,无税",3室2厅,112㎡,高层（共16层）,南向,宜居香城湾,"鸠江-尖山路,近华山路",4464元/㎡
融创童话森林 城南大学城旁 品质盘 欢迎咨询 优惠找我,3室2厅,87㎡,低层（共24层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,10574元/㎡
"首付25万买三房金都檀宫新房开盘,刚需速看一手享团够",3室2厅,120㎡,中层（共20层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,6666元/㎡
"可以别墅,何必洋房!需要团购底价的联系我!",独栋,卧室：7个,无花园,336㎡,信亚云谷科技园,弋江-弋江,7678元/㎡
美式洋房繁华地段园林观景一手渠道享团购价新城大都会,3室2厅,122㎡,中层（共16层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12704元/㎡
美好首玺 享团购渠道 无任何费用还有优惠 大学城环绕 新房,3室2厅,93㎡,低层（共28层）,南北向,美好首玺,大学城-美好首玺,12795元/㎡
"柏庄观邸,婚房装修小三房,刚需优选,附外9年制,价位可谈",3室2厅,89㎡,中层（共18层）,西向,柏庄观邸,政务文化中心-柏庄观邸,12134元/㎡
雅旭新乐府 元亩塘水系 大型公园环绕,3室2厅,116㎡,高层（共18层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,11637元/㎡
碧桂园刚需房+从未入住过+赶紧电联看房,3室2厅,96㎡,中层（共32层）,南向,芜湖碧桂园三山水韵,龙窝湖-芜湖碧桂园三山水韵安徽省芜湖市三山区碧桂园,7291元/㎡
"儒林西苑,单价1万出头,双学.区. 拎包入住 ,好楼层",2室1厅,73.2㎡,高层（共33层）,南向,儒林西苑,新时代商业街-儒林西苑安徽省芜湖市弋江区中山南路,11202元/㎡
蓝湾半岛好三房+南北通透双阳台+安师附.小+轻轨房交通便利,3室2厅,121㎡,高层（共18层）,南北向,蓝湾半岛,大学城-蓝湾半岛芜湖市弋江区文津东路,8181元/㎡
"融创童话森林,大学城一手,89平小三房,团购有优惠,无居间费",3室2厅,86㎡,高层（共22层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11046元/㎡
"徽鸿南湖印,加推加推高层,全城热销团购中,轻轨民用飞机场",3室2厅,119㎡,中层（共33层）,南北向,徽鸿·南湖印,县政府-徽鸿·南湖印,6033元/㎡
"上安师大附外,满2年,业主诚心卖,有钥匙,随时看房",3室2厅,114.26㎡,中层（共20层）,南向,柏庄观邸,政务文化中心-柏庄观邸,12952元/㎡
金都檀宫政务旁商业环绕低首付拎包入住享团购优惠,3室2厅,109㎡,中层（共11层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,6880元/㎡
